customer_id,age,tenure_months,last_purchase_date,total_spent,num_purchases,churn,recency_days,cluster,segment_label
CUST00068,19,38,2023-12-02,57000,3,0,29,2,Emerging / Mid-Value
CUST00069,39,55,2023-09-13,237000,2,0,109,2,Emerging / Mid-Value
CUST00070,48,22,2023-08-10,42200,3,1,143,2,Emerging / Mid-Value
CUST00071,39,39,2023-02-04,81300,4,0,330,1,Dormant / At-Risk
CUST00072,34,44,2023-04-28,688000,4,0,247,0,High-Value Loyal
CUST00073,31,49,2023-03-31,87000,2,0,275,1,Dormant / At-Risk
CUST00074,25,53,2023-05-23,289250,4,1,222,1,Dormant / At-Risk
CUST00075,37,11,2023-04-04,215650,4,0,271,1,Dormant / At-Risk
CUST00076,51,34,2023-06-21,135000,4,0,193,1,Dormant / At-Risk
CUST00077,61,8,2023-10-03,240400,3,1,89,2,Emerging / Mid-Value
CUST00078,42,58,2023-07-12,105300,3,1,172,2,Emerging / Mid-Value
CUST00079,46,28,2023-05-05,50000,1,0,240,1,Dormant / At-Risk
CUST00080,30,53,2023-12-20,366000,2,0,11,2,Emerging / Mid-Value
CUST00081,22,50,2023-05-26,349600,5,0,219,0,High-Value Loyal
CUST00082,56,20,2023-06-17,198200,5,0,197,0,High-Value Loyal
CUST00083,46,44,2023-01-23,34050,3,0,342,1,Dormant / At-Risk
CUST00084,35,41,2023-06-18,108150,6,0,196,0,High-Value Loyal
CUST00085,62,12,2023-05-25,105200,5,0,220,1,Dormant / At-Risk
CUST00086,56,40,2023-12-21,16000,2,0,10,2,Emerging / Mid-Value
CUST00087,29,31,2023-10-08,312000,2,0,84,2,Emerging / Mid-Value
CUST00088,40,9,2023-02-20,96200,4,0,314,1,Dormant / At-Risk
CUST00089,33,49,2023-05-04,60000,1,0,241,1,Dormant / At-Risk
CUST00090,57,50,2023-08-05,404550,7,0,148,0,High-Value Loyal
CUST00091,51,35,2023-04-14,246200,4,0,261,1,Dormant / At-Risk
CUST00092,40,58,2023-03-04,299000,3,0,302,1,Dormant / At-Risk
CUST00093,36,35,2023-02-08,60000,1,0,326,1,Dormant / At-Risk
CUST00094,33,21,2023-07-19,90000,2,0,165,2,Emerging / Mid-Value
CUST00095,59,10,2023-09-11,123300,3,1,111,2,Emerging / Mid-Value
CUST00096,61,26,2023-05-16,300050,3,0,229,1,Dormant / At-Risk
CUST00097,35,41,2023-01-08,475000,7,0,357,0,High-Value Loyal
CUST00098,25,1,2023-05-21,170250,4,0,224,1,Dormant / At-Risk
CUST00099,50,16,2023-11-26,135000,1,1,35,2,Emerging / Mid-Value
CUST00100,40,31,2023-07-29,321000,5,0,155,0,High-Value Loyal
CUST00101,18,5,2023-10-30,412000,5,0,62,0,High-Value Loyal
CUST00102,38,55,2023-08-03,204000,3,0,150,2,Emerging / Mid-Value
CUST00103,19,30,2023-04-15,152050,5,0,260,1,Dormant / At-Risk
CUST00104,49,36,2023-06-08,3050,2,0,206,1,Dormant / At-Risk
CUST00105,41,10,2023-12-17,174450,5,0,14,2,Emerging / Mid-Value
CUST00106,27,30,2023-08-16,267200,8,1,137,0,High-Value Loyal
CUST00107,59,58,2023-09-04,150250,7,0,118,0,High-Value Loyal
CUST00108,39,10,2023-06-13,112000,5,0,201,1,Dormant / At-Risk
CUST00109,39,47,2023-11-29,250000,3,1,32,2,Emerging / Mid-Value
CUST00110,40,57,2023-10-01,260150,6,0,91,0,High-Value Loyal
CUST00111,28,12,2023-12-08,574000,5,1,23,0,High-Value Loyal
CUST00112,22,5,2023-04-27,143000,2,0,248,1,Dormant / At-Risk
CUST00113,34,53,2023-10-18,505000,5,1,74,0,High-Value Loyal
CUST00114,18,29,2023-03-14,234000,4,0,292,1,Dormant / At-Risk
CUST00115,53,53,2023-11-12,476000,5,0,49,0,High-Value Loyal
CUST00116,27,31,2023-02-28,57650,4,0,306,1,Dormant / At-Risk
CUST00117,48,27,2023-01-07,176000,2,0,358,1,Dormant / At-Risk
CUST00118,20,56,2023-04-19,425000,3,0,256,0,High-Value Loyal
CUST00119,27,3,2023-05-11,111000,2,0,234,1,Dormant / At-Risk
CUST00120,44,12,2023-07-14,36400,3,0,170,2,Emerging / Mid-Value
CUST00121,21,11,2023-06-02,165300,5,0,212,1,Dormant / At-Risk
CUST00122,44,18,2023-04-16,108500,4,1,259,1,Dormant / At-Risk
CUST00123,61,42,2023-03-18,420000,3,0,288,1,Dormant / At-Risk
CUST00124,45,19,2023-03-17,3000,1,0,289,1,Dormant / At-Risk
CUST00125,50,1,2023-08-28,249300,5,0,125,0,High-Value Loyal
CUST00126,41,50,2023-05-16,60000,1,0,229,1,Dormant / At-Risk
CUST00127,51,36,2023-12-25,57000,2,0,6,2,Emerging / Mid-Value
CUST00128,52,52,2023-04-06,75200,2,0,269,1,Dormant / At-Risk
CUST00129,39,30,2023-07-28,498100,4,1,156,0,High-Value Loyal
CUST00130,63,24,2023-06-27,69050,3,0,187,1,Dormant / At-Risk
CUST00131,24,47,2023-04-11,131300,4,0,264,1,Dormant / At-Risk
CUST00132,46,56,2023-04-28,148000,3,1,247,1,Dormant / At-Risk
CUST00133,21,1,2023-11-17,228100,4,1,44,2,Emerging / Mid-Value
CUST00134,47,15,2023-12-14,153700,5,0,17,2,Emerging / Mid-Value
CUST00135,61,25,2023-01-15,338100,6,0,350,0,High-Value Loyal
CUST00136,62,6,2023-03-06,146000,4,0,300,1,Dormant / At-Risk
CUST00137,53,17,2023-01-13,575000,3,0,352,0,High-Value Loyal
CUST00138,36,30,2023-12-20,242200,8,0,11,0,High-Value Loyal
CUST00139,58,38,2023-07-14,399000,7,0,170,0,High-Value Loyal
CUST00140,53,49,2023-06-18,24000,1,1,196,1,Dormant / At-Risk
CUST00141,37,3,2023-12-20,270300,3,0,11,2,Emerging / Mid-Value
CUST00142,24,34,2023-06-13,202650,8,1,201,0,High-Value Loyal
CUST00143,61,53,2023-01-04,100000,2,0,361,1,Dormant / At-Risk
CUST00144,28,50,2023-09-30,24000,1,0,92,2,Emerging / Mid-Value
CUST00145,35,49,2023-11-15,591000,6,0,46,0,High-Value Loyal
CUST00146,49,4,2023-02-28,234300,5,0,306,1,Dormant / At-Risk
CUST00147,27,41,2023-10-12,288600,4,0,80,2,Emerging / Mid-Value
CUST00148,53,12,2023-03-27,255300,3,0,279,1,Dormant / At-Risk
CUST00149,43,46,2023-04-16,48150,2,1,259,1,Dormant / At-Risk
CUST00150,59,21,2023-01-21,140400,3,0,344,1,Dormant / At-Risk
CUST00151,39,57,2023-12-31,255000,4,0,0,2,Emerging / Mid-Value
CUST00153,45,45,2023-10-09,45050,2,0,83,2,Emerging / Mid-Value
CUST00154,63,20,2023-07-16,48700,4,0,168,2,Emerging / Mid-Value
CUST00155,26,11,2023-10-04,90000,1,0,88,2,Emerging / Mid-Value
CUST00157,19,13,2023-09-14,12600,3,1,108,2,Emerging / Mid-Value
CUST00158,36,8,2023-07-14,42000,2,0,170,2,Emerging / Mid-Value
CUST00159,39,8,2023-07-06,12000,1,0,178,2,Emerging / Mid-Value
CUST00160,56,23,2023-04-23,222000,2,0,252,1,Dormant / At-Risk
CUST00161,50,44,2023-03-02,400050,6,0,304,0,High-Value Loyal
CUST00162,40,15,2023-05-26,91500,6,0,219,1,Dormant / At-Risk
CUST00163,46,42,2023-08-22,98300,4,0,131,2,Emerging / Mid-Value
CUST00164,20,32,2023-01-08,120600,5,0,357,1,Dormant / At-Risk
CUST00166,57,10,2023-05-30,60350,3,0,215,1,Dormant / At-Risk
CUST00167,33,44,2023-01-31,425050,4,0,334,0,High-Value Loyal
CUST00168,60,5,2023-03-02,225000,4,1,304,1,Dormant / At-Risk
CUST00169,19,24,2023-10-23,173000,2,1,69,2,Emerging / Mid-Value
CUST00170,25,17,2023-08-18,258500,4,0,135,2,Emerging / Mid-Value
CUST00172,31,34,2023-01-23,164200,7,0,342,0,High-Value Loyal
CUST00173,43,54,2023-04-08,363200,6,0,267,0,High-Value Loyal
CUST00174,42,33,2023-07-26,350700,4,1,158,0,High-Value Loyal
CUST00175,41,58,2023-04-26,180300,6,1,249,0,High-Value Loyal
CUST00176,21,46,2023-07-25,226100,5,0,159,0,High-Value Loyal
CUST00177,19,1,2023-05-17,235000,4,0,228,1,Dormant / At-Risk
CUST00178,51,41,2023-08-29,90650,5,0,124,2,Emerging / Mid-Value
CUST00179,30,56,2023-03-04,211500,4,1,302,1,Dormant / At-Risk
CUST00181,62,37,2023-07-16,185550,4,0,168,2,Emerging / Mid-Value
CUST00182,19,50,2023-06-18,280150,2,0,196,1,Dormant / At-Risk
CUST00183,60,28,2023-08-11,448000,4,0,142,0,High-Value Loyal
CUST00184,34,54,2023-02-12,192050,5,0,322,1,Dormant / At-Risk
CUST00185,47,20,2023-07-25,453300,5,0,159,0,High-Value Loyal
CUST00186,47,47,2023-09-11,350000,2,1,111,2,Emerging / Mid-Value
CUST00187,32,41,2023-05-25,181150,6,1,220,0,High-Value Loyal
CUST00188,48,22,2023-10-08,96200,4,0,84,2,Emerging / Mid-Value
CUST00189,34,27,2023-09-15,149200,4,1,107,2,Emerging / Mid-Value
CUST00190,64,57,2023-07-12,66000,2,0,172,2,Emerging / Mid-Value
CUST00191,21,58,2023-03-14,270000,2,0,292,1,Dormant / At-Risk
CUST00192,55,7,2023-03-21,135050,2,0,285,1,Dormant / At-Risk
CUST00193,41,3,2023-05-16,247000,6,0,229,0,High-Value Loyal
CUST00194,46,34,2023-05-13,84000,3,0,232,1,Dormant / At-Risk
CUST00195,41,55,2023-08-27,225000,2,0,126,2,Emerging / Mid-Value
CUST00196,20,45,2023-11-19,97050,6,0,42,2,Emerging / Mid-Value
CUST00197,45,44,2023-12-25,60250,4,1,6,2,Emerging / Mid-Value
CUST00198,38,55,2023-02-13,6000,1,0,321,1,Dormant / At-Risk
CUST00199,28,44,2023-05-01,246250,5,0,244,0,High-Value Loyal
CUST00200,32,17,2023-07-27,197000,3,0,157,2,Emerging / Mid-Value
CUST00201,39,20,2023-06-21,230500,5,0,193,0,High-Value Loyal
CUST00202,27,2,2023-10-19,128400,5,0,73,2,Emerging / Mid-Value
CUST00203,64,35,2023-10-03,264000,4,0,89,2,Emerging / Mid-Value
CUST00204,59,5,2023-07-24,109050,6,1,160,0,High-Value Loyal
CUST00205,18,13,2023-12-26,291400,6,0,5,0,High-Value Loyal
CUST00206,23,36,2023-09-26,270450,4,0,96,2,Emerging / Mid-Value
CUST00207,41,53,2023-05-04,155000,3,1,241,1,Dormant / At-Risk
CUST00208,57,27,2023-10-20,24000,2,0,72,2,Emerging / Mid-Value
CUST00209,23,1,2023-06-19,24000,1,0,195,1,Dormant / At-Risk
CUST00210,55,59,2023-04-26,342150,5,0,249,0,High-Value Loyal
CUST00211,29,25,2023-12-31,16700,4,0,0,2,Emerging / Mid-Value
CUST00212,35,33,2023-11-14,480300,4,0,47,0,High-Value Loyal
CUST00213,59,6,2023-04-23,377100,6,0,252,0,High-Value Loyal
CUST00214,61,7,2023-02-14,415300,5,1,320,0,High-Value Loyal
CUST00215,59,2,2023-11-11,213000,3,0,50,2,Emerging / Mid-Value
CUST00216,52,59,2023-05-21,172000,4,0,224,1,Dormant / At-Risk
CUST00217,60,11,2023-08-26,364000,4,1,127,0,High-Value Loyal
CUST00218,49,58,2023-03-10,8000,1,0,296,1,Dormant / At-Risk
CUST00220,31,1,2023-06-29,288000,5,0,185,0,High-Value Loyal
CUST00221,25,2,2023-02-19,398250,3,1,315,1,Dormant / At-Risk
CUST00222,40,42,2023-07-07,303950,6,1,177,0,High-Value Loyal
CUST00223,45,46,2023-09-14,533000,7,1,108,0,High-Value Loyal
CUST00224,19,49,2023-06-27,559150,7,1,187,0,High-Value Loyal
CUST00225,41,8,2023-11-25,500050,8,0,36,0,High-Value Loyal
CUST00226,49,53,2023-06-15,97000,3,0,199,1,Dormant / At-Risk
CUST00227,47,54,2023-09-27,566050,7,1,95,0,High-Value Loyal
CUST00228,26,37,2023-09-12,266400,6,1,110,0,High-Value Loyal
CUST00229,33,53,2023-05-21,225000,1,1,224,1,Dormant / At-Risk
CUST00230,61,24,2023-07-25,183000,6,0,159,0,High-Value Loyal
CUST00231,36,7,2023-06-17,133200,3,0,197,1,Dormant / At-Risk
CUST00232,59,6,2023-08-14,8250,2,0,139,2,Emerging / Mid-Value
CUST00233,41,19,2023-08-24,135000,4,0,129,2,Emerging / Mid-Value
CUST00234,55,29,2023-12-19,404000,3,1,12,2,Emerging / Mid-Value
CUST00235,35,35,2023-06-28,417400,5,1,186,0,High-Value Loyal
CUST00236,64,41,2023-02-04,144100,4,1,330,1,Dormant / At-Risk
CUST00237,40,32,2023-05-07,578450,6,0,238,0,High-Value Loyal
CUST00238,61,22,2023-06-12,144000,3,0,202,1,Dormant / At-Risk
CUST00239,22,22,2023-06-24,294000,4,1,190,0,High-Value Loyal
CUST00240,46,31,2023-07-20,87000,2,0,164,2,Emerging / Mid-Value
CUST00241,27,28,2023-08-19,198150,4,0,134,2,Emerging / Mid-Value
CUST00243,55,15,2023-05-25,514400,5,0,220,0,High-Value Loyal
CUST00244,49,56,2023-11-20,42850,6,1,41,2,Emerging / Mid-Value
CUST00245,24,25,2023-12-13,165300,4,0,18,2,Emerging / Mid-Value
CUST00246,62,52,2023-07-31,6150,3,1,153,2,Emerging / Mid-Value
CUST00247,50,32,2023-12-23,424000,6,0,8,0,High-Value Loyal
CUST00248,35,33,2023-07-01,900,4,0,183,1,Dormant / At-Risk
CUST00249,27,19,2023-04-21,50200,4,0,254,1,Dormant / At-Risk
CUST00250,56,40,2023-11-09,270300,5,0,52,2,Emerging / Mid-Value
CUST00251,21,20,2023-02-15,482250,4,0,319,0,High-Value Loyal
CUST00253,35,41,2023-12-31,60250,2,0,0,2,Emerging / Mid-Value
CUST00254,43,50,2023-06-07,444200,5,0,207,0,High-Value Loyal
CUST00255,18,25,2023-08-11,230300,5,0,142,0,High-Value Loyal
CUST00256,35,1,2023-07-28,59000,3,1,156,2,Emerging / Mid-Value
CUST00257,46,26,2023-07-07,24000,1,1,177,2,Emerging / Mid-Value
CUST00258,27,15,2023-12-11,340200,4,0,20,2,Emerging / Mid-Value
CUST00259,46,26,2023-10-29,388000,4,0,63,0,High-Value Loyal
CUST00260,33,21,2023-07-24,72500,4,0,160,2,Emerging / Mid-Value
CUST00261,55,57,2023-11-11,100200,4,1,50,2,Emerging / Mid-Value
CUST00263,37,7,2023-09-28,223100,4,0,94,2,Emerging / Mid-Value
CUST00264,23,53,2023-03-29,121000,3,1,277,1,Dormant / At-Risk
CUST00265,35,28,2023-09-04,172000,3,0,118,2,Emerging / Mid-Value
CUST00266,20,27,2023-08-21,19000,2,1,132,2,Emerging / Mid-Value
CUST00267,41,14,2023-06-14,9600,4,0,200,1,Dormant / At-Risk
CUST00268,28,39,2023-06-21,120000,2,0,193,1,Dormant / At-Risk
CUST00269,52,59,2023-06-27,15000,1,0,187,1,Dormant / At-Risk
CUST00270,53,47,2023-02-03,154250,6,1,331,1,Dormant / At-Risk
CUST00271,51,23,2023-04-07,273800,5,0,268,0,High-Value Loyal
CUST00272,53,10,2023-11-01,304000,2,0,60,2,Emerging / Mid-Value
CUST00273,31,21,2023-11-29,274050,4,0,32,2,Emerging / Mid-Value
CUST00274,44,58,2023-10-20,15200,2,1,72,2,Emerging / Mid-Value
CUST00275,48,18,2023-07-16,327000,6,1,168,0,High-Value Loyal
CUST00276,27,12,2023-07-01,103350,5,0,183,1,Dormant / At-Risk
CUST00277,23,37,2023-10-19,357000,7,1,73,0,High-Value Loyal
CUST00278,61,59,2023-04-07,237300,3,0,268,1,Dormant / At-Risk
CUST00279,61,36,2023-07-31,40000,2,0,153,2,Emerging / Mid-Value
CUST00280,34,31,2023-07-04,207300,7,0,180,0,High-Value Loyal
CUST00281,27,32,2023-11-13,227000,5,0,48,2,Emerging / Mid-Value
CUST00282,59,27,2023-08-10,15300,3,1,143,2,Emerging / Mid-Value
CUST00283,55,1,2023-12-21,175800,8,1,10,0,High-Value Loyal
CUST00284,57,57,2023-11-21,211050,4,0,40,2,Emerging / Mid-Value
CUST00285,18,39,2023-06-18,407000,5,0,196,0,High-Value Loyal
CUST00286,62,50,2023-05-20,262550,7,0,225,0,High-Value Loyal
CUST00287,31,54,2023-07-23,269500,6,1,161,0,High-Value Loyal
CUST00288,26,48,2023-03-20,105000,2,0,286,1,Dormant / At-Risk
CUST00289,25,48,2023-11-07,60000,1,0,54,2,Emerging / Mid-Value
CUST00290,48,33,2023-09-30,24000,2,1,92,2,Emerging / Mid-Value
CUST00291,37,27,2023-08-21,485000,4,0,132,0,High-Value Loyal
CUST00293,60,30,2023-06-12,358000,2,1,202,1,Dormant / At-Risk
CUST00294,43,44,2023-09-19,421300,6,0,103,0,High-Value Loyal
CUST00295,36,37,2023-04-11,128000,4,1,264,1,Dormant / At-Risk
CUST00296,50,57,2023-03-26,670000,5,0,280,0,High-Value Loyal
CUST00297,48,29,2023-01-04,85200,3,0,361,1,Dormant / At-Risk
CUST00298,56,9,2023-04-06,328000,5,0,269,0,High-Value Loyal
CUST00299,50,39,2023-04-16,530000,5,1,259,0,High-Value Loyal
CUST00300,21,49,2023-05-21,357000,4,1,224,0,High-Value Loyal
CUST00302,55,26,2023-07-25,388000,4,0,159,0,High-Value Loyal
CUST00303,37,30,2023-12-07,66300,3,0,24,2,Emerging / Mid-Value
CUST00304,43,20,2023-03-07,334200,6,0,299,0,High-Value Loyal
CUST00305,26,2,2023-02-04,135000,1,1,330,1,Dormant / At-Risk
CUST00306,43,22,2023-09-01,261200,3,0,121,2,Emerging / Mid-Value
CUST00307,20,14,2023-02-27,96100,4,0,307,1,Dormant / At-Risk
CUST00308,54,41,2023-12-30,361200,6,0,1,0,High-Value Loyal
CUST00309,32,37,2023-02-08,649000,6,0,326,0,High-Value Loyal
CUST00310,31,7,2023-07-27,395200,4,0,157,0,High-Value Loyal
CUST00311,59,44,2023-05-29,113100,4,1,216,1,Dormant / At-Risk
CUST00313,26,6,2023-08-10,15100,2,0,143,2,Emerging / Mid-Value
CUST00314,61,26,2023-01-26,12000,1,0,339,1,Dormant / At-Risk
CUST00315,43,19,2023-01-05,25000,1,1,360,1,Dormant / At-Risk
CUST00316,61,27,2023-12-21,344450,5,0,10,0,High-Value Loyal
CUST00317,26,56,2023-11-16,184200,5,0,45,2,Emerging / Mid-Value
CUST00319,43,58,2023-06-10,253000,4,0,204,1,Dormant / At-Risk
CUST00320,56,22,2023-08-13,308900,8,0,140,0,High-Value Loyal
CUST00321,43,23,2023-03-19,120000,2,1,287,1,Dormant / At-Risk
CUST00322,33,39,2023-08-03,250100,5,0,150,0,High-Value Loyal
CUST00323,60,3,2023-10-29,137100,3,0,63,2,Emerging / Mid-Value
CUST00324,46,41,2023-06-04,84400,4,0,210,1,Dormant / At-Risk
CUST00325,49,3,2023-04-09,149550,5,0,266,1,Dormant / At-Risk
CUST00326,39,14,2023-03-24,131500,5,1,282,1,Dormant / At-Risk
CUST00327,57,30,2023-02-20,50000,1,0,314,1,Dormant / At-Risk
CUST00328,35,8,2023-08-15,48000,2,0,138,2,Emerging / Mid-Value
CUST00329,61,30,2023-03-03,382000,4,0,303,0,High-Value Loyal
CUST00330,37,2,2023-08-31,118000,4,1,122,2,Emerging / Mid-Value
CUST00331,60,11,2023-09-16,146200,5,0,106,2,Emerging / Mid-Value
CUST00332,34,11,2023-02-04,99000,3,0,330,1,Dormant / At-Risk
CUST00333,41,23,2023-06-08,135150,6,0,206,0,High-Value Loyal
CUST00334,28,43,2023-03-12,109100,5,0,294,1,Dormant / At-Risk
CUST00335,50,57,2023-10-15,111300,5,0,77,2,Emerging / Mid-Value
CUST00336,31,58,2023-02-24,93400,4,1,310,1,Dormant / At-Risk
CUST00337,43,17,2023-06-05,575000,2,0,209,0,High-Value Loyal
CUST00338,37,4,2023-12-03,509400,6,1,28,0,High-Value Loyal
CUST00339,19,59,2023-03-24,148050,4,0,282,1,Dormant / At-Risk
CUST00340,38,39,2023-12-15,315000,2,0,16,2,Emerging / Mid-Value
CUST00342,18,8,2023-02-26,374100,5,1,308,0,High-Value Loyal
CUST00343,45,23,2023-04-02,158000,6,0,273,1,Dormant / At-Risk
CUST00344,53,39,2023-10-12,36000,2,0,80,2,Emerging / Mid-Value
CUST00345,23,45,2023-09-19,333100,4,0,103,0,High-Value Loyal
CUST00346,61,1,2023-10-18,115000,3,0,74,2,Emerging / Mid-Value
CUST00347,59,35,2023-10-19,24550,3,0,73,2,Emerging / Mid-Value
CUST00348,31,22,2023-03-03,127250,5,0,303,1,Dormant / At-Risk
CUST00349,20,48,2023-09-03,15000,1,0,119,2,Emerging / Mid-Value
CUST00350,52,40,2023-05-20,237500,6,0,225,0,High-Value Loyal
CUST00351,32,28,2023-07-30,246000,5,0,154,0,High-Value Loyal
CUST00352,42,4,2023-11-22,145250,6,0,39,2,Emerging / Mid-Value
CUST00353,36,13,2023-08-20,144200,4,1,133,2,Emerging / Mid-Value
CUST00354,31,9,2023-01-25,12300,2,0,340,1,Dormant / At-Risk
CUST00355,57,54,2023-07-12,315000,2,0,172,2,Emerging / Mid-Value
CUST00356,44,36,2023-02-12,409000,4,1,322,0,High-Value Loyal
CUST00357,30,51,2023-02-25,486000,7,1,309,0,High-Value Loyal
CUST00358,55,4,2023-06-08,380050,7,0,206,0,High-Value Loyal
CUST00359,33,25,2023-07-22,480000,4,0,162,0,High-Value Loyal
CUST00360,64,28,2023-05-15,143000,4,0,230,1,Dormant / At-Risk
CUST00361,59,11,2023-09-20,102000,2,0,102,2,Emerging / Mid-Value
CUST00362,47,22,2023-01-26,113000,3,0,339,1,Dormant / At-Risk
CUST00363,48,42,2023-10-17,409000,4,0,75,0,High-Value Loyal
CUST00364,27,51,2023-05-13,385000,4,0,232,0,High-Value Loyal
CUST00365,25,51,2023-08-25,586250,5,1,128,0,High-Value Loyal
CUST00366,42,10,2023-04-19,306250,5,0,256,0,High-Value Loyal
CUST00367,63,28,2023-01-11,37150,5,1,354,1,Dormant / At-Risk
CUST00368,64,10,2023-07-12,100150,2,0,172,2,Emerging / Mid-Value
CUST00369,34,55,2023-09-06,76000,3,0,116,2,Emerging / Mid-Value
CUST00370,48,12,2023-09-09,155200,5,0,113,2,Emerging / Mid-Value
CUST00371,53,38,2023-07-11,400,3,0,173,2,Emerging / Mid-Value
CUST00372,58,49,2023-11-06,700,2,0,55,2,Emerging / Mid-Value
CUST00373,23,53,2023-05-06,500,1,0,239,1,Dormant / At-Risk
CUST00374,42,16,2023-09-18,375700,7,0,104,0,High-Value Loyal
CUST00375,57,21,2023-11-19,100,1,0,42,2,Emerging / Mid-Value
CUST00377,40,50,2023-06-03,194200,5,0,211,1,Dormant / At-Risk
CUST00378,33,7,2023-07-28,197050,4,0,156,2,Emerging / Mid-Value
CUST00380,45,12,2023-06-11,235100,5,0,203,0,High-Value Loyal
CUST00381,35,13,2023-11-26,15000,1,0,35,2,Emerging / Mid-Value
CUST00382,49,23,2023-05-25,90250,3,0,220,1,Dormant / At-Risk
