customer_id,age,gender,region,tenure_months,last_purchase_date,total_spent,num_purchases,churn,avg_purchase_value,recency_days
CUST00045,35,Male,West,1,2023-04-05,898000,8,0,112250.0,270
CUST00046,34,Male,West,8,2023-04-08,350000,1,0,350000.0,267
CUST00047,60,Male,North,19,2023-12-15,226850,10,0,22685.0,16
CUST00048,45,Female,South,36,2023-06-03,794000,5,0,158800.0,211
CUST00049,47,Male,South,47,2023-12-23,362250,5,0,72450.0,8
CUST00050,23,Male,West,57,2023-02-20,173000,3,0,57666.666666666664,314
CUST00051,64,Male,South,34,2023-12-01,159400,5,0,31880.0,30
CUST00052,54,Female,West,53,2023-03-22,254000,3,0,84666.66666666667,284
CUST00053,52,Female,West,16,2023-06-05,255400,5,0,51080.0,209
CUST00054,45,Female,West,6,2023-10-16,404300,5,0,80860.0,76
CUST00055,32,Female,South,14,2023-10-01,136000,3,0,45333.333333333336,91
CUST00056,32,Female,West,32,2023-02-26,60000,2,1,30000.0,308
CUST00057,41,Female,East,4,2023-07-07,321000,4,0,80250.0,177
CUST00058,61,Female,North,15,2023-02-27,18200,4,0,4550.0,307
CUST00059,40,Male,South,36,2023-04-18,211400,6,0,35233.333333333336,257
CUST00060,61,Male,North,52,2023-03-11,149250,4,0,37312.5,295
CUST00061,32,Female,West,42,2023-07-12,160000,2,0,80000.0,172
CUST00062,25,Female,North,29,2023-03-08,215250,3,0,71750.0,298
CUST00063,25,Male,South,26,2023-01-09,117000,3,0,39000.0,356
CUST00064,42,Female,East,9,2023-05-25,422300,7,0,60328.57142857143,220
CUST00065,54,Male,West,23,2023-01-29,577000,4,0,144250.0,336
CUST00066,44,Female,East,48,2023-08-12,74150,3,0,24716.666666666668,141
CUST00067,44,Male,West,2,2023-01-02,281000,5,0,56200.0,363
CUST00068,19,Male,South,38,2023-12-02,57000,3,0,19000.0,29
CUST00069,39,Male,West,55,2023-09-13,237000,2,0,118500.0,109
CUST00070,48,Male,North,22,2023-08-10,42200,3,1,14066.666666666666,143
CUST00071,39,Female,North,39,2023-02-04,81300,4,0,20325.0,330
CUST00072,34,Male,West,44,2023-04-28,688000,4,0,172000.0,247
CUST00073,31,Male,East,49,2023-03-31,87000,2,0,43500.0,275
CUST00074,25,Female,North,53,2023-05-23,289250,4,1,72312.5,222
CUST00075,37,Male,North,11,2023-04-04,215650,4,0,53912.5,271
CUST00076,51,Female,West,34,2023-06-21,135000,4,0,33750.0,193
CUST00077,61,Male,East,8,2023-10-03,240400,3,1,80133.33333333333,89
CUST00078,42,Female,East,58,2023-07-12,105300,3,1,35100.0,172
CUST00079,46,Male,West,28,2023-05-05,50000,1,0,50000.0,240
CUST00080,30,Male,West,53,2023-12-20,366000,2,0,183000.0,11
CUST00081,22,Female,East,50,2023-05-26,349600,5,0,69920.0,219
CUST00082,56,Female,West,20,2023-06-17,198200,5,0,39640.0,197
CUST00083,46,Male,North,44,2023-01-23,34050,3,0,11350.0,342
CUST00084,35,Male,West,41,2023-06-18,108150,6,0,18025.0,196
CUST00085,62,Male,West,12,2023-05-25,105200,5,0,21040.0,220
CUST00086,56,Female,East,40,2023-12-21,16000,2,0,8000.0,10
CUST00087,29,Female,South,31,2023-10-08,312000,2,0,156000.0,84
CUST00088,40,Male,East,9,2023-02-20,96200,4,0,24050.0,314
CUST00089,33,Male,East,49,2023-05-04,60000,1,0,60000.0,241
CUST00090,57,Female,South,50,2023-08-05,404550,7,0,57792.857142857145,148
CUST00091,51,Male,West,35,2023-04-14,246200,4,0,61550.0,261
CUST00092,40,Male,East,58,2023-03-04,299000,3,0,99666.66666666667,302
CUST00093,36,Male,North,35,2023-02-08,60000,1,0,60000.0,326
CUST00094,33,Female,North,21,2023-07-19,90000,2,0,45000.0,165
CUST00095,59,Female,West,10,2023-09-11,123300,3,1,41100.0,111
CUST00096,61,Female,South,26,2023-05-16,300050,3,0,100016.66666666667,229
CUST00097,35,Male,South,41,2023-01-08,475000,7,0,67857.14285714286,357
CUST00098,25,Male,East,1,2023-05-21,170250,4,0,42562.5,224
CUST00099,50,Female,South,16,2023-11-26,135000,1,1,135000.0,35
CUST00100,40,Female,South,31,2023-07-29,321000,5,0,64200.0,155
CUST00101,18,Female,West,5,2023-10-30,412000,5,0,82400.0,62
CUST00102,38,Female,West,55,2023-08-03,204000,3,0,68000.0,150
CUST00103,19,Male,West,30,2023-04-15,152050,5,0,30410.0,260
CUST00104,49,Female,West,36,2023-06-08,3050,2,0,1525.0,206
CUST00105,41,Female,East,10,2023-12-17,174450,5,0,34890.0,14
CUST00106,27,Female,West,30,2023-08-16,267200,8,1,33400.0,137
CUST00107,59,Male,East,58,2023-09-04,150250,7,0,21464.285714285714,118
CUST00108,39,Female,East,10,2023-06-13,112000,5,0,22400.0,201
CUST00109,39,Male,East,47,2023-11-29,250000,3,1,83333.33333333333,32
CUST00110,40,Female,South,57,2023-10-01,260150,6,0,43358.333333333336,91
CUST00111,28,Female,South,12,2023-12-08,574000,5,1,114800.0,23
CUST00112,22,Male,West,5,2023-04-27,143000,2,0,71500.0,248
CUST00113,34,Female,North,53,2023-10-18,505000,5,1,101000.0,74
CUST00114,18,Male,South,29,2023-03-14,234000,4,0,58500.0,292
CUST00115,53,Female,West,53,2023-11-12,476000,5,0,95200.0,49
CUST00116,27,Female,South,31,2023-02-28,57650,4,0,14412.5,306
CUST00117,48,Female,West,27,2023-01-07,176000,2,0,88000.0,358
CUST00118,20,Male,North,56,2023-04-19,425000,3,0,141666.66666666666,256
CUST00119,27,Male,West,3,2023-05-11,111000,2,0,55500.0,234
CUST00120,44,Female,West,12,2023-07-14,36400,3,0,12133.333333333334,170
CUST00121,21,Male,South,11,2023-06-02,165300,5,0,33060.0,212
CUST00122,44,Male,West,18,2023-04-16,108500,4,1,27125.0,259
CUST00123,61,Male,West,42,2023-03-18,420000,3,0,140000.0,288
CUST00124,45,Male,North,19,2023-03-17,3000,1,0,3000.0,289
CUST00125,50,Male,North,1,2023-08-28,249300,5,0,49860.0,125
CUST00126,41,Male,West,50,2023-05-16,60000,1,0,60000.0,229
CUST00127,51,Male,South,36,2023-12-25,57000,2,0,28500.0,6
CUST00128,52,Male,South,52,2023-04-06,75200,2,0,37600.0,269
CUST00129,39,Male,East,30,2023-07-28,498100,4,1,124525.0,156
CUST00130,63,Female,East,24,2023-06-27,69050,3,0,23016.666666666668,187
CUST00131,24,Female,North,47,2023-04-11,131300,4,0,32825.0,264
CUST00132,46,Female,North,56,2023-04-28,148000,3,1,49333.333333333336,247
CUST00133,21,Female,South,1,2023-11-17,228100,4,1,57025.0,44
CUST00134,47,Female,South,15,2023-12-14,153700,5,0,30740.0,17
CUST00135,61,Female,South,25,2023-01-15,338100,6,0,56350.0,350
CUST00136,62,Female,South,6,2023-03-06,146000,4,0,36500.0,300
CUST00137,53,Male,South,17,2023-01-13,575000,3,0,191666.66666666666,352
CUST00138,36,Male,East,30,2023-12-20,242200,8,0,30275.0,11
CUST00139,58,Female,West,38,2023-07-14,399000,7,0,57000.0,170
CUST00140,53,Female,South,49,2023-06-18,24000,1,1,24000.0,196
CUST00141,37,Female,South,3,2023-12-20,270300,3,0,90100.0,11
CUST00142,24,Male,North,34,2023-06-13,202650,8,1,25331.25,201
CUST00143,61,Female,West,53,2023-01-04,100000,2,0,50000.0,361
CUST00144,28,Male,East,50,2023-09-30,24000,1,0,24000.0,92
CUST00145,35,Male,West,49,2023-11-15,591000,6,0,98500.0,46
CUST00146,49,Female,West,4,2023-02-28,234300,5,0,46860.0,306
CUST00147,27,Female,West,41,2023-10-12,288600,4,0,72150.0,80
CUST00148,53,Female,South,12,2023-03-27,255300,3,0,85100.0,279
CUST00149,43,Female,North,46,2023-04-16,48150,2,1,24075.0,259
CUST00150,59,Female,South,21,2023-01-21,140400,3,0,46800.0,344
CUST00151,39,Female,West,57,2023-12-31,255000,4,0,63750.0,0
CUST00152,56,Male,North,31,2023-02-21,769250,7,0,109892.85714285714,313
CUST00153,45,Female,North,45,2023-10-09,45050,2,0,22525.0,83
CUST00154,63,Male,East,20,2023-07-16,48700,4,0,12175.0,168
CUST00155,26,Male,South,11,2023-10-04,90000,1,0,90000.0,88
CUST00157,19,Male,East,13,2023-09-14,12600,3,1,4200.0,108
CUST00158,36,Male,East,8,2023-07-14,42000,2,0,21000.0,170
CUST00159,39,Female,South,8,2023-07-06,12000,1,0,12000.0,178
CUST00160,56,Female,North,23,2023-04-23,222000,2,0,111000.0,252
CUST00161,50,Female,West,44,2023-03-02,400050,6,0,66675.0,304
CUST00162,40,Female,West,15,2023-05-26,91500,6,0,15250.0,219
CUST00163,46,Female,South,42,2023-08-22,98300,4,0,24575.0,131
CUST00164,20,Male,South,32,2023-01-08,120600,5,0,24120.0,357
CUST00165,30,Male,South,9,2023-08-31,638150,9,0,70905.55555555556,122
CUST00166,57,Male,East,10,2023-05-30,60350,3,0,20116.666666666668,215
CUST00167,33,Male,South,44,2023-01-31,425050,4,0,106262.5,334
CUST00168,60,Female,West,5,2023-03-02,225000,4,1,56250.0,304
CUST00169,19,Male,North,24,2023-10-23,173000,2,1,86500.0,69
CUST00170,25,Female,West,17,2023-08-18,258500,4,0,64625.0,135
CUST00171,26,Male,West,17,2023-09-10,862000,6,0,143666.66666666666,112
CUST00172,31,Female,East,34,2023-01-23,164200,7,0,23457.14285714286,342
CUST00173,43,Female,East,54,2023-04-08,363200,6,0,60533.333333333336,267
CUST00174,42,Male,West,33,2023-07-26,350700,4,1,87675.0,158
CUST00175,41,Male,West,58,2023-04-26,180300,6,1,30050.0,249
CUST00176,21,Female,North,46,2023-07-25,226100,5,0,45220.0,159
CUST00177,19,Male,South,1,2023-05-17,235000,4,0,58750.0,228
CUST00178,51,Female,East,41,2023-08-29,90650,5,0,18130.0,124
CUST00179,30,Male,West,56,2023-03-04,211500,4,1,52875.0,302
CUST00180,43,Female,North,20,2023-10-19,219000,9,0,24333.333333333332,73
CUST00181,62,Male,North,37,2023-07-16,185550,4,0,46387.5,168
CUST00182,19,Female,East,50,2023-06-18,280150,2,0,140075.0,196
CUST00183,60,Male,South,28,2023-08-11,448000,4,0,112000.0,142
CUST00184,34,Female,East,54,2023-02-12,192050,5,0,38410.0,322
CUST00185,47,Female,South,20,2023-07-25,453300,5,0,90660.0,159
CUST00186,47,Male,South,47,2023-09-11,350000,2,1,175000.0,111
CUST00187,32,Female,East,41,2023-05-25,181150,6,1,30191.666666666668,220
CUST00188,48,Male,South,22,2023-10-08,96200,4,0,24050.0,84
CUST00189,34,Female,West,27,2023-09-15,149200,4,1,37300.0,107
CUST00190,64,Male,North,57,2023-07-12,66000,2,0,33000.0,172
CUST00191,21,Male,East,58,2023-03-14,270000,2,0,135000.0,292
CUST00192,55,Female,South,7,2023-03-21,135050,2,0,67525.0,285
CUST00193,41,Female,West,3,2023-05-16,247000,6,0,41166.666666666664,229
CUST00194,46,Female,North,34,2023-05-13,84000,3,0,28000.0,232
CUST00195,41,Female,South,55,2023-08-27,225000,2,0,112500.0,126
CUST00196,20,Female,East,45,2023-11-19,97050,6,0,16175.0,42
CUST00197,45,Female,East,44,2023-12-25,60250,4,1,15062.5,6
CUST00198,38,Female,East,55,2023-02-13,6000,1,0,6000.0,321
CUST00199,28,Male,West,44,2023-05-01,246250,5,0,49250.0,244
CUST00200,32,Female,North,17,2023-07-27,197000,3,0,65666.66666666667,157
CUST00201,39,Male,South,20,2023-06-21,230500,5,0,46100.0,193
CUST00202,27,Female,East,2,2023-10-19,128400,5,0,25680.0,73
CUST00203,64,Male,West,35,2023-10-03,264000,4,0,66000.0,89
CUST00204,59,Female,North,5,2023-07-24,109050,6,1,18175.0,160
CUST00205,18,Female,West,13,2023-12-26,291400,6,0,48566.666666666664,5
CUST00206,23,Male,South,36,2023-09-26,270450,4,0,67612.5,96
CUST00207,41,Male,West,53,2023-05-04,155000,3,1,51666.666666666664,241
CUST00208,57,Female,East,27,2023-10-20,24000,2,0,12000.0,72
CUST00209,23,Male,East,1,2023-06-19,24000,1,0,24000.0,195
CUST00210,55,Female,East,59,2023-04-26,342150,5,0,68430.0,249
CUST00211,29,Female,West,25,2023-12-31,16700,4,0,4175.0,0
CUST00212,35,Male,South,33,2023-11-14,480300,4,0,120075.0,47
CUST00213,59,Male,South,6,2023-04-23,377100,6,0,62850.0,252
CUST00214,61,Female,West,7,2023-02-14,415300,5,1,83060.0,320
CUST00215,59,Male,North,2,2023-11-11,213000,3,0,71000.0,50
CUST00216,52,Female,East,59,2023-05-21,172000,4,0,43000.0,224
CUST00217,60,Female,North,11,2023-08-26,364000,4,1,91000.0,127
CUST00218,49,Female,East,58,2023-03-10,8000,1,0,8000.0,296
CUST00219,32,Male,West,43,2023-12-20,799000,7,0,114142.85714285714,11
CUST00220,31,Female,West,1,2023-06-29,288000,5,0,57600.0,185
CUST00221,25,Female,East,2,2023-02-19,398250,3,1,132750.0,315
CUST00222,40,Female,North,42,2023-07-07,303950,6,1,50658.333333333336,177
CUST00223,45,Female,West,46,2023-09-14,533000,7,1,76142.85714285714,108
CUST00224,19,Male,East,49,2023-06-27,559150,7,1,79878.57142857143,187
CUST00225,41,Male,East,8,2023-11-25,500050,8,0,62506.25,36
CUST00226,49,Female,South,53,2023-06-15,97000,3,0,32333.333333333332,199
CUST00227,47,Male,South,54,2023-09-27,566050,7,1,80864.28571428571,95
CUST00228,26,Female,West,37,2023-09-12,266400,6,1,44400.0,110
CUST00229,33,Male,East,53,2023-05-21,225000,1,1,225000.0,224
CUST00230,61,Male,South,24,2023-07-25,183000,6,0,30500.0,159
CUST00231,36,Male,South,7,2023-06-17,133200,3,0,44400.0,197
CUST00232,59,Male,East,6,2023-08-14,8250,2,0,4125.0,139
CUST00233,41,Female,East,19,2023-08-24,135000,4,0,33750.0,129
CUST00234,55,Female,West,29,2023-12-19,404000,3,1,134666.66666666666,12
CUST00235,35,Male,East,35,2023-06-28,417400,5,1,83480.0,186
CUST00236,64,Female,East,41,2023-02-04,144100,4,1,36025.0,330
CUST00237,40,Male,North,32,2023-05-07,578450,6,0,96408.33333333333,238
CUST00238,61,Female,East,22,2023-06-12,144000,3,0,48000.0,202
CUST00239,22,Male,East,22,2023-06-24,294000,4,1,73500.0,190
CUST00240,46,Male,West,31,2023-07-20,87000,2,0,43500.0,164
CUST00241,27,Female,East,28,2023-08-19,198150,4,0,49537.5,134
CUST00243,55,Female,East,15,2023-05-25,514400,5,0,102880.0,220
CUST00244,49,Male,South,56,2023-11-20,42850,6,1,7141.666666666667,41
CUST00245,24,Female,North,25,2023-12-13,165300,4,0,41325.0,18
CUST00246,62,Male,West,52,2023-07-31,6150,3,1,2050.0,153
CUST00247,50,Female,West,32,2023-12-23,424000,6,0,70666.66666666667,8
CUST00248,35,Female,West,33,2023-07-01,900,4,0,225.0,183
CUST00249,27,Male,South,19,2023-04-21,50200,4,0,12550.0,254
CUST00250,56,Male,South,40,2023-11-09,270300,5,0,54060.0,52
CUST00251,21,Female,West,20,2023-02-15,482250,4,0,120562.5,319
CUST00252,33,Female,North,16,2023-06-01,280250,9,0,31138.88888888889,213
CUST00253,35,Female,North,41,2023-12-31,60250,2,0,30125.0,0
CUST00254,43,Male,North,50,2023-06-07,444200,5,0,88840.0,207
CUST00255,18,Female,West,25,2023-08-11,230300,5,0,46060.0,142
CUST00256,35,Female,West,1,2023-07-28,59000,3,1,19666.666666666668,156
CUST00257,46,Female,North,26,2023-07-07,24000,1,1,24000.0,177
CUST00258,27,Male,North,15,2023-12-11,340200,4,0,85050.0,20
CUST00259,46,Female,West,26,2023-10-29,388000,4,0,97000.0,63
CUST00260,33,Female,East,21,2023-07-24,72500,4,0,18125.0,160
CUST00261,55,Female,North,57,2023-11-11,100200,4,1,25050.0,50
CUST00262,47,Female,North,49,2023-08-01,867150,7,0,123878.57142857143,152
CUST00263,37,Female,North,7,2023-09-28,223100,4,0,55775.0,94
CUST00264,23,Male,East,53,2023-03-29,121000,3,1,40333.333333333336,277
CUST00265,35,Male,East,28,2023-09-04,172000,3,0,57333.333333333336,118
CUST00266,20,Male,East,27,2023-08-21,19000,2,1,9500.0,132
CUST00267,41,Female,West,14,2023-06-14,9600,4,0,2400.0,200
CUST00268,28,Female,West,39,2023-06-21,120000,2,0,60000.0,193
CUST00269,52,Male,West,59,2023-06-27,15000,1,0,15000.0,187
CUST00270,53,Female,East,47,2023-02-03,154250,6,1,25708.333333333332,331
CUST00271,51,Female,West,23,2023-04-07,273800,5,0,54760.0,268
CUST00272,53,Female,South,10,2023-11-01,304000,2,0,152000.0,60
CUST00273,31,Male,East,21,2023-11-29,274050,4,0,68512.5,32
CUST00274,44,Female,South,58,2023-10-20,15200,2,1,7600.0,72
CUST00275,48,Male,East,18,2023-07-16,327000,6,1,54500.0,168
CUST00276,27,Male,North,12,2023-07-01,103350,5,0,20670.0,183
CUST00277,23,Female,South,37,2023-10-19,357000,7,1,51000.0,73
CUST00278,61,Female,East,59,2023-04-07,237300,3,0,79100.0,268
CUST00279,61,Female,East,36,2023-07-31,40000,2,0,20000.0,153
CUST00280,34,Female,East,31,2023-07-04,207300,7,0,29614.285714285714,180
CUST00281,27,Male,East,32,2023-11-13,227000,5,0,45400.0,48
CUST00282,59,Female,South,27,2023-08-10,15300,3,1,5100.0,143
CUST00283,55,Female,West,1,2023-12-21,175800,8,1,21975.0,10
CUST00284,57,Female,North,57,2023-11-21,211050,4,0,52762.5,40
CUST00285,18,Female,West,39,2023-06-18,407000,5,0,81400.0,196
CUST00286,62,Female,East,50,2023-05-20,262550,7,0,37507.142857142855,225
CUST00287,31,Female,West,54,2023-07-23,269500,6,1,44916.666666666664,161
CUST00288,26,Male,North,48,2023-03-20,105000,2,0,52500.0,286
CUST00289,25,Female,South,48,2023-11-07,60000,1,0,60000.0,54
CUST00290,48,Male,West,33,2023-09-30,24000,2,1,12000.0,92
CUST00291,37,Male,South,27,2023-08-21,485000,4,0,121250.0,132
CUST00293,60,Female,West,30,2023-06-12,358000,2,1,179000.0,202
CUST00294,43,Male,South,44,2023-09-19,421300,6,0,70216.66666666667,103
CUST00295,36,Female,East,37,2023-04-11,128000,4,1,32000.0,264
CUST00296,50,Female,South,57,2023-03-26,670000,5,0,134000.0,280
CUST00297,48,Male,North,29,2023-01-04,85200,3,0,28400.0,361
CUST00298,56,Female,South,9,2023-04-06,328000,5,0,65600.0,269
CUST00299,50,Male,South,39,2023-04-16,530000,5,1,106000.0,259
CUST00300,21,Female,North,49,2023-05-21,357000,4,1,89250.0,224
CUST00302,55,Female,South,26,2023-07-25,388000,4,0,97000.0,159
CUST00303,37,Female,West,30,2023-12-07,66300,3,0,22100.0,24
CUST00304,43,Female,South,20,2023-03-07,334200,6,0,55700.0,299
CUST00305,26,Male,West,2,2023-02-04,135000,1,1,135000.0,330
CUST00306,43,Female,East,22,2023-09-01,261200,3,0,87066.66666666667,121
CUST00307,20,Male,East,14,2023-02-27,96100,4,0,24025.0,307
CUST00308,54,Male,East,41,2023-12-30,361200,6,0,60200.0,1
CUST00309,32,Female,East,37,2023-02-08,649000,6,0,108166.66666666667,326
CUST00310,31,Female,West,7,2023-07-27,395200,4,0,98800.0,157
CUST00311,59,Male,North,44,2023-05-29,113100,4,1,28275.0,216
CUST00312,22,Male,West,3,2023-03-02,915000,5,1,183000.0,304
CUST00313,26,Female,South,6,2023-08-10,15100,2,0,7550.0,143
CUST00314,61,Male,North,26,2023-01-26,12000,1,0,12000.0,339
CUST00315,43,Female,East,19,2023-01-05,25000,1,1,25000.0,360
CUST00316,61,Female,South,27,2023-12-21,344450,5,0,68890.0,10
CUST00317,26,Female,East,56,2023-11-16,184200,5,0,36840.0,45
CUST00318,55,Male,South,55,2023-06-29,835000,8,1,104375.0,185
CUST00319,43,Female,East,58,2023-06-10,253000,4,0,63250.0,204
CUST00320,56,Female,East,22,2023-08-13,308900,8,0,38612.5,140
CUST00321,43,Male,North,23,2023-03-19,120000,2,1,60000.0,287
CUST00322,33,Male,West,39,2023-08-03,250100,5,0,50020.0,150
CUST00323,60,Female,East,3,2023-10-29,137100,3,0,45700.0,63
CUST00324,46,Male,West,41,2023-06-04,84400,4,0,21100.0,210
CUST00325,49,Male,South,3,2023-04-09,149550,5,0,29910.0,266
CUST00326,39,Male,North,14,2023-03-24,131500,5,1,26300.0,282
CUST00327,57,Male,South,30,2023-02-20,50000,1,0,50000.0,314
CUST00328,35,Male,North,8,2023-08-15,48000,2,0,24000.0,138
CUST00329,61,Female,West,30,2023-03-03,382000,4,0,95500.0,303
CUST00330,37,Male,South,2,2023-08-31,118000,4,1,29500.0,122
CUST00331,60,Female,East,11,2023-09-16,146200,5,0,29240.0,106
CUST00332,34,Male,East,11,2023-02-04,99000,3,0,33000.0,330
CUST00333,41,Female,West,23,2023-06-08,135150,6,0,22525.0,206
CUST00334,28,Male,West,43,2023-03-12,109100,5,0,21820.0,294
CUST00335,50,Female,South,57,2023-10-15,111300,5,0,22260.0,77
CUST00336,31,Male,South,58,2023-02-24,93400,4,1,23350.0,310
CUST00337,43,Male,North,17,2023-06-05,575000,2,0,287500.0,209
CUST00338,37,Female,North,4,2023-12-03,509400,6,1,84900.0,28
CUST00339,19,Female,East,59,2023-03-24,148050,4,0,37012.5,282
CUST00340,38,Female,North,39,2023-12-15,315000,2,0,157500.0,16
CUST00342,18,Female,South,8,2023-02-26,374100,5,1,74820.0,308
CUST00343,45,Female,West,23,2023-04-02,158000,6,0,26333.333333333332,273
CUST00344,53,Male,South,39,2023-10-12,36000,2,0,18000.0,80
CUST00345,23,Female,South,45,2023-09-19,333100,4,0,83275.0,103
CUST00346,61,Female,West,1,2023-10-18,115000,3,0,38333.333333333336,74
CUST00347,59,Male,South,35,2023-10-19,24550,3,0,8183.333333333333,73
CUST00348,31,Female,North,22,2023-03-03,127250,5,0,25450.0,303
CUST00349,20,Female,West,48,2023-09-03,15000,1,0,15000.0,119
CUST00350,52,Male,East,40,2023-05-20,237500,6,0,39583.333333333336,225
CUST00351,32,Female,East,28,2023-07-30,246000,5,0,49200.0,154
CUST00352,42,Female,North,4,2023-11-22,145250,6,0,24208.333333333332,39
CUST00353,36,Female,East,13,2023-08-20,144200,4,1,36050.0,133
CUST00354,31,Female,West,9,2023-01-25,12300,2,0,6150.0,340
CUST00355,57,Male,West,54,2023-07-12,315000,2,0,157500.0,172
CUST00356,44,Female,West,36,2023-02-12,409000,4,1,102250.0,322
CUST00357,30,Male,South,51,2023-02-25,486000,7,1,69428.57142857143,309
CUST00358,55,Female,North,4,2023-06-08,380050,7,0,54292.857142857145,206
CUST00359,33,Male,East,25,2023-07-22,480000,4,0,120000.0,162
CUST00360,64,Male,East,28,2023-05-15,143000,4,0,35750.0,230
CUST00361,59,Female,West,11,2023-09-20,102000,2,0,51000.0,102
CUST00362,47,Female,South,22,2023-01-26,113000,3,0,37666.666666666664,339
CUST00363,48,Female,East,42,2023-10-17,409000,4,0,102250.0,75
CUST00364,27,Female,South,51,2023-05-13,385000,4,0,96250.0,232
CUST00365,25,Female,East,51,2023-08-25,586250,5,1,117250.0,128
CUST00366,42,Male,West,10,2023-04-19,306250,5,0,61250.0,256
CUST00367,63,Female,West,28,2023-01-11,37150,5,1,7430.0,354
CUST00368,64,Female,West,10,2023-07-12,100150,2,0,50075.0,172
CUST00369,34,Male,South,55,2023-09-06,76000,3,0,25333.333333333332,116
CUST00370,48,Male,East,12,2023-09-09,155200,5,0,31040.0,113
CUST00371,53,Male,North,38,2023-07-11,400,3,0,133.33333333333334,173
CUST00372,58,Female,West,49,2023-11-06,700,2,0,350.0,55
CUST00373,23,Male,North,53,2023-05-06,500,1,0,500.0,239
CUST00374,42,Female,East,16,2023-09-18,375700,7,0,53671.42857142857,104
CUST00375,57,Female,North,21,2023-11-19,100,1,0,100.0,42
CUST00376,44,Female,West,27,2023-05-07,510500,10,0,51050.0,238
CUST00377,40,Female,East,50,2023-06-03,194200,5,0,38840.0,211
CUST00378,33,Female,North,7,2023-07-28,197050,4,0,49262.5,156
CUST00379,33,Female,East,3,2023-03-20,985200,6,0,164200.0,286
CUST00380,45,Male,West,12,2023-06-11,235100,5,0,47020.0,203
CUST00381,35,Female,North,13,2023-11-26,15000,1,0,15000.0,35
CUST00382,49,Male,South,23,2023-05-25,90250,3,0,30083.333333333332,220
CUST00383,44,Female,South,19,2023-10-24,462450,6,0,77075.0,68
CUST00384,57,Male,South,2,2023-06-21,413400,6,0,68900.0,193
CUST00385,36,Male,West,35,2023-03-13,82000,2,1,41000.0,293
CUST00387,18,Female,East,16,2023-03-13,166250,6,0,27708.333333333332,293
CUST00388,64,Female,West,25,2023-01-11,530000,4,0,132500.0,354
